qid,competition,timestamp,section,number,original_question,original_answer,original_additional_info,question,answers
AIO04-0092,第4回AI王,2023/09/01,開発用データ,92,カーリングで、ストーンの速度や方向を調整するために、リンクをブラシで磨く動作を何という？,スイープ,スウィープ,カーリングで、ストーンの速度や方向を調整するために、リンクをブラシで磨く動作を何という?,"['スイープ', 'スウィープ']"
AIO04-0093,第4回AI王,2023/09/01,開発用データ,93,かつての音楽番組『ザ・ベストテン』で、12週連続1位の最高記録をもつ、寺尾聰のヒット曲は何？,ルビーの指環,,かつての音楽番組『ザ・ベストテン』で、12週連続1位の最高記録をもつ、寺尾聰のヒット曲は何?,['ルビーの指環']
AIO04-0094,第4回AI王,2023/09/01,開発用データ,94,かつては「インドアサッカー」とも呼ばれていた、1チーム5人制で行うミニサッカーは何？,フットサル,,かつては「インドアサッカー」とも呼ばれていた、1チーム5人制で行うミニサッカーは何?,['フットサル']
AIO04-0095,第4回AI王,2023/09/01,開発用データ,95,物を贈呈する際、実物の代わりとして一時的に渡す、品名が書かれた文書や熨斗袋を何という？,目録,,物を贈呈する際、実物の代わりとして一時的に渡す、品名が書かれた文書や熨斗袋を何という?,['目録']
AIO04-0096,第4回AI王,2023/09/01,開発用データ,96,ロープなどのひも状のものの両端を持った際に、ひもが垂れてできる曲線を何という？,カテナリー曲線,"カテナリー, 懸垂曲線, 懸垂線",ロープなどのひも状のものの両端を持った際に、ひもが垂れてできる曲線を何という?,"['カテナリー曲線', 'カテナリー', '懸垂曲線', '懸垂線']"
AIO04-0097,第4回AI王,2023/09/01,開発用データ,97,もともとは土佐の漁師で、漂流中にアメリカの船に助けられ、帰国後、江戸幕府に仕えて翻訳や通訳を行った人物は誰？,ジョン万次郎,中浜万次郎,もともとは土佐の漁師で、漂流中にアメリカの船に助けられ、帰国後、江戸幕府に仕えて翻訳や通訳を行った人物は誰?,"['ジョン万次郎', '中浜万次郎']"
AIO04-0098,第4回AI王,2023/09/01,開発用データ,98,1861年に農奴解放令を発布して農奴制を廃止した、ロシア・ロマノフ朝の皇帝は誰？,アレクサンドル2世,,1861年に農奴解放令を発布して農奴制を廃止した、ロシア・ロマノフ朝の皇帝は誰?,['アレクサンドル2世']
AIO04-0099,第4回AI王,2023/09/01,開発用データ,99,1922年に墓が発掘され、黄金のマスクをかぶったミイラが発見された、古代エジプト第18王朝の王は誰？,ツタンカーメン,トゥトアンクアメン,1922年に墓が発掘され、黄金のマスクをかぶったミイラが発見された、古代エジプト第18王朝の王は誰?,"['ツタンカーメン', 'トゥトアンクアメン']"
AIO04-0100,第4回AI王,2023/09/01,開発用データ,100,若いころにはキリコやピカソの贋作を手がけていたスペイン生まれの画家で、絵画技法の一種・デカルコマニーの考案で知られるのは誰？,オスカー・ドミンゲス,"ドミンゲス, オスカル・ドミンゲス",若いころにはキリコやピカソの贋作を手がけていたスペイン生まれの画家で、絵画技法の一種・デカルコマニーの考案で知られるのは誰?,"['オスカー・ドミンゲス', 'ドミンゲス', 'オスカル・ドミンゲス']"
AIO04-0101,第4回AI王,2023/09/01,開発用データ,101,奄美大島で製造されている焼酎「龍宮」「里の曙」「れんと」の主な原料は何？,黒糖,,奄美大島で製造されている焼酎「龍宮」「里の曙」「れんと」の主な原料は何?,['黒糖']
AIO04-0102,第4回AI王,2023/09/01,開発用データ,102,甘口の「ドルチェ」と辛口の「ピカンテ」の2種類に分けられる、イタリア生まれのチーズは何？,ゴルゴンゾーラ,ゴルゴンゾラ,甘口の「ドルチェ」と辛口の「ピカンテ」の2種類に分けられる、イタリア生まれのチーズは何?,"['ゴルゴンゾーラ', 'ゴルゴンゾラ']"
AIO04-0103,第4回AI王,2023/09/01,開発用データ,103,将来盲導犬となる子犬を引き取り、1歳ごろまで育てる里親ボランティアを何という？,パピーウォーカー,パピーウオーカー,将来盲導犬となる子犬を引き取り、1歳ごろまで育てる里親ボランティアを何という?,"['パピーウォーカー', 'パピーウオーカー']"
AIO04-0104,第4回AI王,2023/09/01,開発用データ,104,森鴎外の小説『高瀬舟』で、病で苦しむ弟を殺した罪で島流しの刑を受ける主人公の名前は何？,喜助,,森鴎外の小説『高瀬舟』で、病で苦しむ弟を殺した罪で島流しの刑を受ける主人公の名前は何?,['喜助']
AIO04-0105,第4回AI王,2023/09/01,開発用データ,105,「蛙チョコレート」「バタービール」「百味ビーンズ」などの不思議な食べ物が登場する、J・K・ローリングの小説は何？,ハリー・ポッター,,「蛙チョコレート」「バタービール」「百味ビーンズ」などの不思議な食べ物が登場する、J・K・ローリングの小説は何?,['ハリー・ポッター']
AIO04-0106,第4回AI王,2023/09/01,開発用データ,106,民間の金融機関が、一時的な資金不足に陥った際に短期的に資金を調整する市場のことを何という？,コール市場,コールマーケット,民間の金融機関が、一時的な資金不足に陥った際に短期的に資金を調整する市場のことを何という?,"['コール市場', 'コールマーケット']"
AIO04-0107,第4回AI王,2023/09/01,開発用データ,107,若いころはギタリストとして活動していた作家で、42歳の時に執筆したデビュー小説『楢山節考』で知られるのは誰？,深沢七郎,,若いころはギタリストとして活動していた作家で、42歳の時に執筆したデビュー小説『楢山節考』で知られるのは誰?,['深沢七郎']
AIO04-0108,第4回AI王,2023/09/01,開発用データ,108,太陽系の惑星で、自転周期のほうが公転周期よりも長い唯一の星は何？,金星,,太陽系の惑星で、自転周期のほうが公転周期よりも長い唯一の星は何?,['金星']
AIO04-0109,第4回AI王,2023/09/01,開発用データ,109,地震の初期微動継続時間から震源地までの距離を求める公式を、1899年にこの公式を発表した地震学者の名前から何という？,大森公式,,地震の初期微動継続時間から震源地までの距離を求める公式を、1899年にこの公式を発表した地震学者の名前から何という?,['大森公式']
AIO04-0110,第4回AI王,2023/09/01,開発用データ,110,日本語では「誘引突起」とよばれる、チョウチンアンコウの頭についている、エサをおびき寄せる突起を何という？,イリシウム,,日本語では「誘引突起」とよばれる、チョウチンアンコウの頭についている、エサをおびき寄せる突起を何という?,['イリシウム']
AIO04-0111,第4回AI王,2023/09/01,開発用データ,111,安土桃山時代に、「醍醐の花見」や「北野大茶湯」と呼ばれる会を主催した武将は誰？,豊臣秀吉,,安土桃山時代に、「醍醐の花見」や「北野大茶湯」と呼ばれる会を主催した武将は誰?,['豊臣秀吉']
AIO04-0112,第4回AI王,2023/09/01,開発用データ,112,鎌倉市に本社を置く豊島屋が製造・販売している、ある鳥の形をしたお菓子は何？,鳩サブレー,,鎌倉市に本社を置く豊島屋が製造・販売している、ある鳥の形をしたお菓子は何?,['鳩サブレー']
AIO04-0113,第4回AI王,2023/09/01,開発用データ,113,フランス語で「葵」という意味がある、口紅などの色味に用いられる、薄く灰色がかった紫色を指す言葉は何？,モーブ,モーベイン,フランス語で「葵」という意味がある、口紅などの色味に用いられる、薄く灰色がかった紫色を指す言葉は何?,"['モーブ', 'モーベイン']"
AIO04-0114,第4回AI王,2023/09/01,開発用データ,114,演劇専門の大学院があり、ポール・ニューマン、メリル・ストリープ、ジョディ・フォスターなど多くのハリウッド俳優を輩出している、アイビーリーグの大学はどこ？,イェール大学,,演劇専門の大学院があり、ポール・ニューマン、メリル・ストリープ、ジョディ・フォスターなど多くのハリウッド俳優を輩出している、アイビーリーグの大学はどこ?,['イェール大学']
AIO04-0115,第4回AI王,2023/09/01,開発用データ,115,「京都 大原 三千院～」という歌い出しの、デューク・エイセスの往年のヒット曲のタイトルは何？,女ひとり,,「京都 大原 三千院〜」という歌い出しの、デューク・エイセスの往年のヒット曲のタイトルは何?,['女ひとり']
AIO04-0116,第4回AI王,2023/09/01,開発用データ,116,1974年に発生した多摩川水害を背景にした、山田太一脚本の1977年のTBSドラマは何？,岸辺のアルバム,,1974年に発生した多摩川水害を背景にした、山田太一脚本の1977年のTBSドラマは何?,['岸辺のアルバム']
